Gene,seqnames,start,end,source,type,score,Alias,start_in_plot,end_in_plot,final_posi_plot
45515at155619,Scaffold07,3637271,3638032,BUSCO,gene,156.3,,31962168,31962929,31962548.5
45561at155619,Scaffold01,3410287,3410876,BUSCO,gene,141.6,,3410287,3410876,3410581.5
45593at155619,Scaffold08,1336100,1337239,BUSCO,gene,314.6,Eukaryotic translation initiation factor 3 subunit J,33901171,33902310,33901740.5
45663at155619,Scaffold07,2256996,2257652,BUSCO,gene,236.9,Ribosomal protein L23/L25  conserved site,NA,30581893,30582549
45755at155619,Scaffold03,2918997,2919905,BUSCO,gene,256.6,,12469415,12470323,12469869
4582at155619,Scaffold05,861639,864924,BUSCO,gene,821.7,DNA topoisomerase I,20140288,20143573,20141930.5
45835at155619,Scaffold09,1795603,1796640,BUSCO,gene,208.2,,38041507,38042544,38042025.5
45861at155619,Scaffold02,1503436,1504068,BUSCO,gene,191.7,ATPase  V1 complex  subunit F,NA,NA,5772018
45888at155619,Scaffold02,3467851,3469009,BUSCO,gene,226.1,,7736433,7737591,7737012
45935at155619,Scaffold02,500298,501243,BUSCO,gene,122.9,,4768880,4769825,4769352.5
46026at155619,Scaffold03,3453362,3457091,BUSCO,gene,79.3,related to proteophosphoglycan ppg4-Leishmania braziliensis,13003780,13007509,13005644.5
46048at155619,Scaffold07,2460384,2460793,BUSCO,gene,148.7,,30785281,30785690,30785485.5
46097at155619,Scaffold06,2049961,2051098,BUSCO,gene,232.1,,27754865,27756002,27755433.5
46140at155619,Scaffold03,4299535,4300381,BUSCO,gene,223,,13849953,13850799,13850376
46149at155619,Scaffold10,1670882,1672572,BUSCO,gene,172,RBP11-like subunits of RNA polymerase,42270985,42272675,42271830
46193at155619,Scaffold11,3132880,3134094,BUSCO,gene,273,,46546194,46547408,46546801
46237at155619,Scaffold08,1175516,1176158,BUSCO,gene,139.7,sterol-binding-like protein,33740587,33741229,33740908
46244at155619,Scaffold02,2588165,2588713,BUSCO,gene,250.6,ribosomal protein S9,6856747,6857295,6857021
46293at155619,Scaffold01,3423016,3424376,BUSCO,gene,184.4,,3423016,3424376,3423696
46389at155619,Scaffold05,2075806,2076462,BUSCO,gene,158.3,,21354455,21355111,21354783
46395at155619,Scaffold03,3413903,3416107,BUSCO,gene,211,Ribosomal protein L7/L12,12964321,12966525,12965423
46398at155619,Scaffold12,1536943,1537513,BUSCO,gene,187.7,Ribosomal protein L24e/L24 superfamily,48598842,48599412,48599127
4643at155619,Scaffold05,2660403,2664420,BUSCO,gene,711.1,,21939052,21943069,21941060.5
46483at155619,Scaffold02,2227720,2228523,BUSCO,gene,137,,6496302,6497105,6496703.5
46561at155619,Scaffold05,4012192,4013090,BUSCO,gene,170.4,,23290841,23291739,23291290
46562at155619,Scaffold05,2641133,2641830,BUSCO,gene,169.4,,21919782,21920479,21920130.5
46567at155619,Scaffold05,5278740,5279361,BUSCO,gene,184.4,Ribosomal protein L14e domain,24557389,24558010,24557699.5
46640at155619,Scaffold03,3571789,3572551,BUSCO,gene,175.5,,13122207,13122969,13122588
46647at155619,Scaffold02,1591000,1591597,BUSCO,gene,199.7,,5859582,5860179,5859880.5
46840at155619,Scaffold02,1272758,1273428,BUSCO,gene,143.7,Proteasome maturation factor UMP1,5541340,5542010,5541675
46917at155619,Scaffold01,1887133,1887915,BUSCO,gene,273.9,nascent polypeptide-associated complex  alpha subunit,NA,1887133,1887915
46931at155619,Scaffold03,4143006,4143588,BUSCO,gene,217.4,Vacuolar transporter chaperone 1,13693424,13694006,13693715
46956at155619,Scaffold01,2057492,2058234,BUSCO,gene,181.5,,2057492,2058234,2057863
46974at155619,Scaffold04,3187662,3188486,BUSCO,gene,225.3,,17679976,17680800,17680388
47025at155619,Scaffold08,484700,485236,BUSCO,gene,153.8,Cytochrome c,33049771,33050307,33050039
47044at155619,Scaffold02,3537957,3538638,BUSCO,gene,200.3,RNA polymerase Rpb6,7806539,7807220,7806879.5
47051at155619,Scaffold09,2858191,2858805,BUSCO,gene,209.4,,39104095,39104709,39104402
47141at155619,Scaffold01,1126995,1127613,BUSCO,gene,156.9,PDCD5-like,1126995,1127613,1127304
47176at155619,Scaffold02,3814248,3815565,BUSCO,gene,229.5,splicing arginine serine-rich 12,8082830,8084147,8083488.5
47255at155619,Scaffold03,3942905,3943482,BUSCO,gene,182.5,,13493323,13493900,13493611.5
47311at155619,Scaffold03,2553798,2554881,BUSCO,gene,278.9,,12104216,12105299,12104757.5
47465at155619,Scaffold04,3140056,3140601,BUSCO,gene,180.5,,17632370,17632915,17632642.5
47517at155619,Scaffold12,622552,623141,BUSCO,gene,128.3,,47684451,47685040,47684745.5
47518at155619,Scaffold01,2349549,2350488,BUSCO,gene,169.8,H/ACA ribonucleoprotein complex subunit,2349549,2350488,2350018.5
47541at155619,Scaffold02,3446501,3447264,BUSCO,gene,149.6,Protein of unknown function DUF2052  coiled-coil,NA,7715083,7715846
47654at155619,Scaffold04,3162987,3163564,BUSCO,gene,182.2,,17655301,17655878,17655589.5
47678at155619,Scaffold05,601723,602110,BUSCO,gene,142,,19880372,19880759,19880565.5
47679at155619,Scaffold02,957566,958240,BUSCO,gene,207.4,,5226148,5226822,5226485
4768at155619,Scaffold11,560709,565730,BUSCO,gene,100.7,,43974023,43979044,43976533.5
47771at155619,Scaffold10,1365098,1365766,BUSCO,gene,144,,41965201,41965869,41965535
47852at155619,Scaffold01,477612,478207,BUSCO,gene,209.7,ER membrane protein complex subunit 4,477612,478207,477909.5
47867at155619,Scaffold06,903551,904386,BUSCO,gene,183.3,WW domain,26608455,26609290,26608872.5
47898at155619,Scaffold03,4219172,4220298,BUSCO,gene,173.6,Ww domain binding protein,13769590,13770716,13770153
47955at155619,Scaffold07,1818790,1819395,BUSCO,gene,177.2,Dynein light chain,30143687,30144292,30143989.5
47959at155619,Scaffold01,1087406,1087997,BUSCO,gene,84.9,,1087406,1087997,1087701.5
47968at155619,Scaffold08,1226685,1227204,BUSCO,gene,95.4,,33791756,33792275,33792015.5
48037at155619,Scaffold01,597049,597429,BUSCO,gene,103.5,Ribosomal protein S27/S33  mitochondrial,NA,597049,597429
48112at155619,Scaffold09,2177984,2178671,BUSCO,gene,155.3,,38423888,38424575,38424231.5
48145at155619,Scaffold04,3776387,3777154,BUSCO,gene,164.5,Sm-like ribonucleo protein,18268701,18269468,18269084.5
4821at155619,Scaffold03,1725257,1728524,BUSCO,gene,835.5,,11275675,11278942,11277308.5
4828at155619,Scaffold05,5152195,5156916,BUSCO,gene,766.6,chaps-domain-containing protein,24430844,24435565,24433204.5
48318at155619,Scaffold01,3405684,3406248,BUSCO,gene,133.8,,3405684,3406248,3405966
48322at155619,Scaffold02,4095557,4096128,BUSCO,gene,161.8,Prefoldin,8364139,8364710,8364424.5
48400at155619,Scaffold03,4183191,4183711,BUSCO,gene,146.3,like-Sm ribonucleo protein,13733609,13734129,13733869
48592at155619,Scaffold04,2197771,2199022,BUSCO,gene,272.5,,16690085,16691336,16690710.5
48618at155619,Scaffold05,1081741,1082316,BUSCO,gene,189.4,,20360390,20360965,20360677.5
4873at155619,Scaffold02,3863758,3867994,BUSCO,gene,1121.7,,8132340,8136576,8134458
4879at155619,Scaffold02,2553438,2559548,BUSCO,gene,887.6,TRAPP III complex  Trs85,NA,6822020,6828130
4888at155619,Scaffold02,3476142,3478943,BUSCO,gene,990.7,,7744724,7747525,7746124.5
48996at155619,Scaffold11,920969,921696,BUSCO,gene,181.9,,44334283,44335010,44334646.5
49069at155619,Scaffold02,3868272,3869872,BUSCO,gene,200.4,,8136854,8138454,8137654
4912at155619,Scaffold03,3726932,3730364,BUSCO,gene,1022.6,,13277350,13280782,13279066
49188at155619,Scaffold12,1065930,1066796,BUSCO,gene,181.9,autocrine motility factor receptor,48127829,48128695,48128262
49208at155619,Scaffold02,3841777,3842539,BUSCO,gene,185.2,,8110359,8111121,8110740
49374at155619,Scaffold02,2019755,2020361,BUSCO,gene,171.4,,6288337,6288943,6288640
4947at155619,Scaffold03,1810859,1813757,BUSCO,gene,671.2,,11361277,11364175,11362726
49491at155619,Scaffold08,1649416,1649895,BUSCO,gene,145.5,,34214487,34214966,34214726.5
49531at155619,Scaffold07,3705976,3706455,BUSCO,gene,108.9,ATP synthase  F0 complex  subunit F," "" fungi"")",NA,NA
49532at155619,Scaffold02,1483195,1483615,BUSCO,gene,128.9,,5751777,5752197,5751987
49627at155619,Scaffold01,2027435,2028300,BUSCO,gene,171.1,predicted protein,2027435,2028300,2027867.5
49657at155619,Scaffold02,1442271,1442738,BUSCO,gene,128.2,,5710853,5711320,5711086.5
4965at155619,Scaffold02,1267251,1270863,BUSCO,gene,1047.1,Nuclear pore protein,5535833,5539445,5537639
49778at155619,Scaffold02,1986275,1986718,BUSCO,gene,145.2,Ndufb11  DH dehydrogese 1 beta subcomplex subunit,NA,6254857,6255300
4978at155619,Scaffold08,1158328,1161591,BUSCO,gene,1069.5,,33723399,33726662,33725030.5
49835at155619,Scaffold08,2079739,2081144,BUSCO,gene,139.4,helix-loop-helix dna-binding domain protein,34644810,34646215,34645512.5
49867at155619,Scaffold07,1668878,1669387,BUSCO,gene,161.1,mitochondrial import translocase  subunit Tom22,NA,29993775,29994284
4987at155619,Scaffold02,1369091,1371937,BUSCO,gene,1183.3,DNA helicase,5637673,5640519,5639096
49985at155619,Scaffold05,3575579,3576285,BUSCO,gene,185.9,,22854228,22854934,22854581
50042at155619,Scaffold04,3138922,3139726,BUSCO,gene,146.6,,17631236,17632040,17631638
50070at155619,Scaffold02,1881604,1882193,BUSCO,gene,129,LSM domain  eukaryotic/archaea-type,NA,6150186,6150775
50101at155619,Scaffold04,2907620,2908278,BUSCO,gene,170.9,,17399934,17400592,17400263
50196at155619,Scaffold03,3537066,3537747,BUSCO,gene,143.4,,13087484,13088165,13087824.5
50261at155619,Scaffold02,2564607,2565276,BUSCO,gene,168.2,,6833189,6833858,6833523.5
5026at155619,Scaffold02,1483936,1487244,BUSCO,gene,764.4,WD40-repeat-containing domain,5752518,5755826,5754172
50755at155619,Scaffold02,2168755,2169253,BUSCO,gene,120.5,,6437337,6437835,6437586
50883at155619,Scaffold05,1198714,1199639,BUSCO,gene,179.7,Nucleolar protein 12,20477363,20478288,20477825.5
50916at155619,Scaffold02,405664,406157,BUSCO,gene,164.5,,4674246,4674739,4674492.5
50983at155619,Scaffold12,1517611,1518219,BUSCO,gene,85.7,POZ domain-containing protein,48579510,48580118,48579814
50984at155619,Scaffold01,1373949,1375177,BUSCO,gene,142,,1373949,1375177,1374563
51176at155619,Scaffold03,2002857,2003332,BUSCO,gene,137.4,small nuclear ribonucleo protein SmF,11553275,11553750,11553512.5
51205at155619,Scaffold09,3203259,3203695,BUSCO,gene,117.2,bola-like protein,39449163,39449599,39449381
51378at155619,Scaffold03,2307181,2307719,BUSCO,gene,166.7,ribosomal protein S25,11857599,11858137,11857868
51422at155619,Scaffold01,744889,745567,BUSCO,gene,116.4,predicted protein,744889,745567,745228
51569at155619,Scaffold02,4348939,4349410,BUSCO,gene,112.4,,8617521,8617992,8617756.5
51693at155619,Scaffold10,1911853,1912495,BUSCO,gene,137,Chch domain protein,42511956,42512598,42512277
52110at155619,Scaffold11,1251384,1251818,BUSCO,gene,157.9,zf-CSL-domain-containing protein,44664698,44665132,44664915
52145at155619,Scaffold12,705670,706127,BUSCO,gene,113.2,,47767569,47768026,47767797.5
52161at155619,Scaffold02,1912286,1912933,BUSCO,gene,159.6,,6180868,6181515,6181191.5
52270at155619,Scaffold03,2764389,2765456,BUSCO,gene,103.6,,12314807,12315874,12315340.5
52429at155619,Scaffold09,1976659,1977184,BUSCO,gene,135.3,U6 snRNA-associated Sm-like protein LSm7,38222563,38223088,38222825.5
52517at155619,Scaffold06,828546,829161,BUSCO,gene,106.6,putative peptidyl-prolyl isomerase D (cyclophilin D),26533450,26534065,26533757.5
52571at155619,Scaffold02,3118455,3119326,BUSCO,gene,100.9,tubulin binding cofactor A,7387037,7387908,7387472.5
5314at155619,Scaffold04,2355038,2358002,BUSCO,gene,938.9,,16847352,16850316,16848834
53240at155619,Scaffold09,2865520,2866187,BUSCO,gene,130,,39111424,39112091,39111757.5
53766at155619,Scaffold01,2058745,2059035,BUSCO,gene,106.9,,2058745,2059035,2058890
53937at155619,Scaffold04,4601996,4603002,BUSCO,gene,66.4,,19094310,19095316,19094813
5450at155619,Scaffold05,4658781,4662224,BUSCO,gene,888.7,Tetratricopeptide repeat,23937430,23940873,23939151.5
54891at155619,Scaffold03,1854363,1855572,BUSCO,gene,111.6,,11404781,11405990,11405385.5
5504at155619,Scaffold07,1968124,1970867,BUSCO,gene,1045.8,,30293021,30295764,30294392.5
55132at155619,Scaffold07,1742302,1742712,BUSCO,gene,92.8,Uncharacterised protein family UPF0390,30067199,30067609,30067404
5536at155619,Scaffold02,2338456,2341674,BUSCO,gene,835.8,Ankyrin repeat-containing domain,6607038,6610256,6608647
5621at155619,Scaffold09,2575272,2577974,BUSCO,gene,1120.1,,38821176,38823878,38822527
5643at155619,Scaffold03,1868116,1872560,BUSCO,gene,1043.1,,11418534,11422978,11420756
5675at155619,Scaffold04,2940495,2943352,BUSCO,gene,761.6,,17432809,17435666,17434237.5
5752at155619,Scaffold04,3998635,4001077,BUSCO,gene,1088.4,exocyst complex component Sec6,18490949,18493391,18492170
5780at155619,Scaffold02,1900487,1905721,BUSCO,gene,1084.6,,6169069,6174303,6171686
5783at155619,Scaffold03,2786089,2789696,BUSCO,gene,850.6,,12336507,12340114,12338310.5
5784at155619,Scaffold07,2318510,2320951,BUSCO,gene,1131.7,,30643407,30645848,30644627.5
5794at155619,Scaffold03,3986926,3990702,BUSCO,gene,1007.2,,13537344,13541120,13539232
5876at155619,Scaffold02,1307819,1311550,BUSCO,gene,687.7,,5576401,5580132,5578266.5
5879at155619,Scaffold02,4188448,4194517,BUSCO,gene,513.7,,8457030,8463099,8460064.5
592at155619,Scaffold04,3414489,3420740,BUSCO,gene,448.8,Protein mms22,17906803,17913054,17909928.5
5938at155619,Scaffold01,2801209,2804857,BUSCO,gene,283.5,replication factor-a 1,2801209,2804857,2803033
5959at155619,Scaffold02,513098,519302,BUSCO,gene,642.8,,4781680,4787884,4784782
6016at155619,Scaffold01,1084235,1086901,BUSCO,gene,1128.1,Dynamin  GTPase domain,NA,1084235,1086901
601at155619,Scaffold08,656677,663931,BUSCO,gene,725,,33221748,33229002,33225375
6024at155619,Scaffold12,1241891,1244504,BUSCO,gene,620.8,Puf family RNA-binding protein,48303790,48306403,48305096.5
6061at155619,Scaffold02,3706596,3710104,BUSCO,gene,842.8,,7975178,7978686,7976932
6077at155619,Scaffold08,1618575,1622395,BUSCO,gene,577.8,,34183646,34187466,34185556
6106at155619,Scaffold05,1359655,1363848,BUSCO,gene,806.2,,20638304,20642497,20640400.5
6194at155619,Scaffold01,2836216,2839895,BUSCO,gene,955.8,,2836216,2839895,2838055.5
6213at155619,Scaffold11,2583337,2589320,BUSCO,gene,1349.7,SNF2-related  N-termil domain,NA,45996651,46002634
6216at155619,Scaffold03,3795553,3797865,BUSCO,gene,760.8,,13345971,13348283,13347127
6225at155619,Scaffold01,3123005,3125764,BUSCO,gene,1085.1,,3123005,3125764,3124384.5
6304at155619,Scaffold04,3727239,3730337,BUSCO,gene,804.2,,18219553,18222651,18221102
6327at155619,Scaffold06,1133554,1137509,BUSCO,gene,963.2,,26838458,26842413,26840435.5
6366at155619,Scaffold01,2612716,2619126,BUSCO,gene,961.5,,2612716,2619126,2615921
6573at155619,Scaffold03,2907526,2910179,BUSCO,gene,930.4,P-loop containing nucleoside triphosphate hydrolase protein,12457944,12460597,12459270.5
6611at155619,Scaffold02,1393126,1395491,BUSCO,gene,883.9,,5661708,5664073,5662890.5
6614at155619,Scaffold05,1058298,1062669,BUSCO,gene,811.7,,20336947,20341318,20339132.5
6686at155619,Scaffold08,824942,827716,BUSCO,gene,421.5,MFS general substrate transporter,33390013,33392787,33391400
6755at155619,Scaffold04,4284265,4294551,BUSCO,gene,544.6,Non-specific serine/threonine protein kinase,18776579,18786865,18781722
6797at155619,Scaffold01,2094547,2097920,BUSCO,gene,883.8,,2094547,2097920,2096233.5
6824at155619,Scaffold01,3075088,3081202,BUSCO,gene,620.6,,3075088,3081202,3078145
6864at155619,Scaffold03,2752422,2755247,BUSCO,gene,676.2,,12302840,12305665,12304252.5
6912at155619,Scaffold02,2868279,2872844,BUSCO,gene,966.3,,7136861,7141426,7139143.5
6913at155619,Scaffold04,2037853,2045829,BUSCO,gene,866.6,,16530167,16538143,16534155
7047at155619,Scaffold01,1766521,1768562,BUSCO,gene,824,glutamine-hydrolyzing asparagine synthase,1766521,1768562,1767541.5
7091at155619,Scaffold01,1877539,1879860,BUSCO,gene,1115.5,,1877539,1879860,1878699.5
7106at155619,Scaffold01,1375394,1378152,BUSCO,gene,1106,AP complex subunit beta,1375394,1378152,1376773
7139at155619,Scaffold08,1744713,1747802,BUSCO,gene,672.1,NTF2-like protein,34309784,34312873,34311328.5
7228at155619,Scaffold10,863770,869522,BUSCO,gene,385.8,,41463873,41469625,41466749
7243at155619,Scaffold05,1792026,1795422,BUSCO,gene,287.1,histone-lysine n-methyltransferase set9,21070675,21074071,21072373
7252at155619,Scaffold01,2238816,2242812,BUSCO,gene,1115,Vps54-domain-containing protein,2238816,2242812,2240814
7256at155619,Scaffold04,3591295,3597465,BUSCO,gene,895.7,WD40-repeat-containing domain,18083609,18089779,18086694
7313at155619,Scaffold01,575368,577483,BUSCO,gene,629.3,,575368,577483,576425.5
7381at155619,Scaffold09,1296826,1299197,BUSCO,gene,441.6,UbiB domain,37542730,37545101,37543915.5
7422at155619,Scaffold01,2296064,2299042,BUSCO,gene,564.3,,2296064,2299042,2297553
7455at155619,Scaffold02,3607149,3608976,BUSCO,gene,752.3,ABC1-domain-containing protein,7875731,7877558,7876644.5
7552at155619,Scaffold03,3782675,3790752,BUSCO,gene,770.6,,13333093,13341170,13337131.5
7581at155619,Scaffold06,913132,917197,BUSCO,gene,597.2,,26618036,26622101,26620068.5
7582at155619,Scaffold05,2331806,2334643,BUSCO,gene,414,kinase-like protein,21610455,21613292,21611873.5
7618at155619,Scaffold08,956353,960221,BUSCO,gene,1087.8,Vacuolar sorting protein 39/Transforming growth factor beta receptor-associated domain 1,33521424,33525292,33523358
7622at155619,Scaffold02,745994,748553,BUSCO,gene,151.8,,5014576,5017135,5015855.5
7777at155619,Scaffold03,2728312,2731577,BUSCO,gene,1052.4,Cleavage and polyadenylation specificity factor subunit 2,12278730,12281995,12280362.5
7789at155619,Scaffold05,1539488,1541433,BUSCO,gene,511.5,Endoplasmic oxidoreductin-1,20818137,20820082,20819109.5
779at155619,Scaffold05,1513951,1519337,BUSCO,gene,566.5,,20792600,20797986,20795293
7879at155619,Scaffold03,3044648,3046998,BUSCO,gene,899.9,phenylalanyl-tRNA synthetase,12595066,12597416,12596241
7880at155619,Scaffold07,2811611,2814128,BUSCO,gene,926,peptidyl-prolyl cis-trans isomerase,31136508,31139025,31137766.5
7957at155619,Scaffold08,1787370,1790171,BUSCO,gene,1042.9,,34352441,34355242,34353841.5
7969at155619,Scaffold02,4366740,4369382,BUSCO,gene,719.9,predicted protein,8635322,8637964,8636643
7984at155619,Scaffold06,1241610,1244316,BUSCO,gene,869.4,,26946514,26949220,26947867
806at155619,Scaffold03,1339104,1344870,BUSCO,gene,449.1,,10889522,10895288,10892405
8144at155619,Scaffold02,2768702,2770793,BUSCO,gene,739.4,,7037284,7039375,7038329.5
8178at155619,Scaffold07,1914834,1916593,BUSCO,gene,418.9,,30239731,30241490,30240610.5
8209at155619,Scaffold03,3026475,3028422,BUSCO,gene,811.2,phenylalanine-tRNA ligase,12576893,12578840,12577866.5
8232at155619,Scaffold01,1517432,1524426,BUSCO,gene,788.6,,1517432,1524426,1520929
8271at155619,Scaffold02,1348998,1351088,BUSCO,gene,960.6,pre-mRNA splicing factor,5617580,5619670,5618625
8332at155619,Scaffold05,3184530,3186980,BUSCO,gene,776.7,glycerol-3-phosphate-acyltransferase,22463179,22465629,22464404
8372at155619,Scaffold05,2000905,2003080,BUSCO,gene,915.4,Sulfate adenylyltransferase,21279554,21281729,21280641.5
8389at155619,Scaffold02,1831945,1837460,BUSCO,gene,298.2,,6100527,6106042,6103284.5
8421at155619,Scaffold03,3766800,3769814,BUSCO,gene,486.6,,13317218,13320232,13318725
8482at155619,Scaffold05,2494988,2498436,BUSCO,gene,982.9,,21773637,21777085,21775361
8495at155619,Scaffold03,3409519,3411856,BUSCO,gene,520.6,,12959937,12962274,12961105.5
8516at155619,Scaffold01,2030413,2033273,BUSCO,gene,653.7,,2030413,2033273,2031843
8546at155619,Scaffold02,2827682,2830228,BUSCO,gene,877.3,gamma-glutamyltranspeptidase,7096264,7098810,7097537
8555at155619,Scaffold03,2859172,2867094,BUSCO,gene,1122.7,,12409590,12417512,12413551
8557at155619,Scaffold02,3123683,3125970,BUSCO,gene,724.9,,7392265,7394552,7393408.5
8560at155619,Scaffold02,1117058,1119275,BUSCO,gene,523.8,,5385640,5387857,5386748.5
8571at155619,Scaffold02,4605874,4611013,BUSCO,gene,876.9,AP-3 complex subunit delta,8874456,8879595,8877025.5
8572at155619,Scaffold01,2345245,2349561,BUSCO,gene,818.2,ATPase  AAA-type  conserved site,NA,NA,2345245
8575at155619,Scaffold09,2536475,2540334,BUSCO,gene,394,,38782379,38786238,38784308.5
8584at155619,Scaffold01,561735,563479,BUSCO,gene,680.8,,561735,563479,562607
8759at155619,Scaffold02,2549647,2551790,BUSCO,gene,874.3,,6818229,6820372,6819300.5
8811at155619,Scaffold01,707542,709781,BUSCO,gene,724.4,,707542,709781,708661.5
8846at155619,Scaffold04,2507564,2509737,BUSCO,gene,889.3,ATP synthase subunit alpha,16999878,17002051,17000964.5
8909at155619,Scaffold02,2209661,2214713,BUSCO,gene,817.7,,6478243,6483295,6480769
8956at155619,Scaffold01,2213147,2215768,BUSCO,gene,898.8,,2213147,2215768,2214457.5
8984at155619,Scaffold03,3208973,3211288,BUSCO,gene,466.2,DUF300-domain-containing protein,12759391,12761706,12760548.5
8993at155619,Scaffold01,698718,701500,BUSCO,gene,831.6,,698718,701500,700109
9002at155619,Scaffold11,3107869,3110308,BUSCO,gene,701.2,,46521183,46523622,46522402.5
9059at155619,Scaffold02,2561953,2564488,BUSCO,gene,866.3,Methylmalonate-semialdehyde dehydrogenase,6830535,6833070,6831802.5
9121at155619,Scaffold05,986348,988017,BUSCO,gene,550.6,Acyltransferase domain protein,20264997,20266666,20265831.5
9152at155619,Scaffold01,3332166,3337169,BUSCO,gene,553.2,,3332166,3337169,3334667.5
9295at155619,Scaffold06,1033878,1035877,BUSCO,gene,387.3,predicted protein,26738782,26740781,26739781.5
9324at155619,Scaffold02,2236959,2240156,BUSCO,gene,570.3,,6505541,6508738,6507139.5
9328at155619,Scaffold02,5028278,5030304,BUSCO,gene,727.9,cofactor-independent phosphoglycerate mutase,9296860,9298886,9297873
9329at155619,Scaffold01,3554860,3556913,BUSCO,gene,777.9,,3554860,3556913,3555886.5
932at155619,Scaffold03,2692739,2709891,BUSCO,gene,1687.3,FMP27  SW domain,NA,12243157,12260309
9472at155619,Scaffold03,2897665,2900625,BUSCO,gene,869.8,Pseudouridine synthase  TruD,NA,12448083,12451043
9473at155619,Scaffold01,3258589,3262250,BUSCO,gene,845.5,,3258589,3262250,3260419.5
9489at155619,Scaffold08,834784,837551,BUSCO,gene,801.3,,33399855,33402622,33401238.5
9509at155619,Scaffold02,1660663,1662624,BUSCO,gene,972.8,,5929245,5931206,5930225.5
9531at155619,Scaffold07,1107121,1109075,BUSCO,gene,692.4,GTP cyclohydrolase II,29432018,29433972,29432995
953at155619,Scaffold09,2457054,2461820,BUSCO,gene,1816.1,,38702958,38707724,38705341
9540at155619,Scaffold02,3069154,3072575,BUSCO,gene,755.1,,7337736,7341157,7339446.5
9572at155619,Scaffold04,3513768,3517237,BUSCO,gene,818.6,,18006082,18009551,18007816.5
9645at155619,Scaffold05,4530007,4532972,BUSCO,gene,871.5,,23808656,23811621,23810138.5
9678at155619,Scaffold02,2902570,2906453,BUSCO,gene,828.8,,7171152,7175035,7173093.5
9691at155619,Scaffold01,3527386,3529512,BUSCO,gene,589.3,,3527386,3529512,3528449
9769at155619,Scaffold01,1842382,1846980,BUSCO,gene,535.5,Rab-GTPase-TBC domain,1842382,1846980,1844681
9787at155619,Scaffold01,1811417,1813817,BUSCO,gene,662.6,,1811417,1813817,1812617
9802at155619,Scaffold02,4999353,5001378,BUSCO,gene,885,,9267935,9269960,9268947.5
9835at155619,Scaffold11,2012377,2015409,BUSCO,gene,821.5,,45425691,45428723,45427207
996at155619,Scaffold06,1887624,1895844,BUSCO,gene,1300.2,Protein of unknown function DUF3684,27592528,27600748,27596638
9981at155619,Scaffold04,3425852,3427801,BUSCO,gene,818.7,,17918166,17920115,17919140.5
aHD1,Scaffold02,3636976,3638938,Geneious,gene,,Homeodomain 1 alpha complexaHD1,7905558,7907520,7906539
aHD2,Scaffold02,3634664,3636737,Geneious,gene,,Homeodomain 2 alpha complexaHD2,7903246,7905319,7904282.5
bfg,Scaffold02,3628802,3629852,Geneious,gene,,beta-flanking gene,7897384,7898434,7897909
bHD1,Scaffold02,3641934,3644037,Geneious,gene,,Homeodomain 1 beta complexbHD1,7910516,7912619,7911567.5
bHD2,Scaffold02,3639988,3641723,Geneious,gene,,Homeodomain 2 beta complexbHD2,7908570,7910305,7909437.5
DML1,Scaffold09,2181372,2183559,Geneious,gene,,mtDNA inheritance protein,38427276,38429463,38428369.5
GLGEN,Scaffold02,3630480,3634247,Geneious,gene,,Glycogenin-1,7899062,7902829,7900945.5
MIP1,Scaffold02,3644260,3646776,Geneious,gene,,Mitochondrial intermediate peptidase,7912842,7915358,7914100
PAK,Scaffold09,2174076,2176842,Geneious,gene,,Serine/threonine protein kinase CLA4,38419980,38422746,38421363
RIC1,Scaffold09,2184963,2185376,Geneious,gene,,RIC1-domain containing protein,38430867,38431280,38431073.5
RSM19,Scaffold09,2177523,2178671,Geneious,gene,,37S ribosomal protein S19,38423427,38424575,38424001
SNF2,Scaffold09,2198075,2204167,Geneious,gene,,Snf2 family dna-dependent atpase,38443979,38450071,38447025
STE3.1,Scaffold09,2185433,2186872,Geneious,gene,, GPCR fungal pheromone mating factor 1,38431337,38432776,38432056.5
STE3.2,Scaffold09,2189035,2190283,Geneious,gene,, GPCR fungal pheromone mating factor 2,38434939,38436187,38435563
STE3.3,Scaffold09,2191489,2192965,Geneious,gene,, GPCR fungal pheromone mating factor 3,38437393,38438869,38438131
STE3.4,Scaffold09,2196354,2197799,Geneious,gene,, GPCR fungal pheromone mating factor 4,38442258,38443703,38442980.5
