Gene,Species,value
8232at155619,T. fuscoviolaceum,0.008316523
8232at155619,T. abietinum,0.015012804
8271at155619,T. fuscoviolaceum,0.019703408
8271at155619,T. abietinum,0.014938077
8332at155619,T. fuscoviolaceum,0.026991202
8332at155619,T. abietinum,0.010864804
8372at155619,T. fuscoviolaceum,0.005062574
8372at155619,T. abietinum,0.015599431
8389at155619,T. fuscoviolaceum,0.013638462
8389at155619,T. abietinum,0.018670668
8421at155619,T. fuscoviolaceum,0.004234554
8421at155619,T. abietinum,0.021431836
8482at155619,T. fuscoviolaceum,0.004492427
8482at155619,T. abietinum,0.012966034
8495at155619,T. abietinum,0.01217545
8495at155619,T. fuscoviolaceum,0.002544767
8516at155619,T. fuscoviolaceum,0.017978095
8516at155619,T. abietinum,0.024163461
8546at155619,T. fuscoviolaceum,0.005779687
8546at155619,T. abietinum,0.023762861
8555at155619,T. fuscoviolaceum,0.01755534
8555at155619,T. abietinum,0.018321076
8557at155619,T. abietinum,0.019621956
8557at155619,T. fuscoviolaceum,0.024399535
8560at155619,T. fuscoviolaceum,0.0110839
8560at155619,T. abietinum,0.022853935
8571at155619,T. fuscoviolaceum,0.004569666
8571at155619,T. abietinum,0.016619312
8572at155619,T. fuscoviolaceum,0.019802555
8572at155619,T. abietinum,0.012099097
8575at155619,T. fuscoviolaceum,0.011765274
8575at155619,T. abietinum,0.014964289
8584at155619,T. fuscoviolaceum,0.009112541
8584at155619,T. abietinum,0.016535771
8759at155619,T. fuscoviolaceum,0.005414098
8759at155619,T. abietinum,0.014399057
8811at155619,T. fuscoviolaceum,0.006952803
8811at155619,T. abietinum,0.009380349
8846at155619,T. fuscoviolaceum,0.014549703
8846at155619,T. abietinum,0.016397763
8909at155619,T. abietinum,0.016089533
8909at155619,T. fuscoviolaceum,0.008083048
8956at155619,T. fuscoviolaceum,0.010731707
8956at155619,T. abietinum,0.017711652
8984at155619,T. fuscoviolaceum,0.010114571
8984at155619,T. abietinum,0.01587814
8993at155619,T. fuscoviolaceum,0.032171246
8993at155619,T. abietinum,0.039039422
9002at155619,T. abietinum,0.010910226
9002at155619,T. fuscoviolaceum,0.00811275
9059at155619,T. fuscoviolaceum,0.008621383
9059at155619,T. abietinum,0.015189276
9121at155619,T. abietinum,0.015355447
9121at155619,T. fuscoviolaceum,0.011318517
9152at155619,T. abietinum,0.011665121
9152at155619,T. fuscoviolaceum,0.011998357
9295at155619,T. abietinum,0.029017708
9295at155619,T. fuscoviolaceum,0.027055394
9324at155619,T. fuscoviolaceum,0.006136118
9324at155619,T. abietinum,0.016453483
9328at155619,T. abietinum,0.021781625
9328at155619,T. fuscoviolaceum,0.015945103
9329at155619,T. abietinum,0.018406178
9329at155619,T. fuscoviolaceum,0.011714944
932at155619,T. abietinum,0.015547917
932at155619,T. fuscoviolaceum,0.011727876
9472at155619,T. fuscoviolaceum,0.009458978
9472at155619,T. abietinum,0.019541909
9473at155619,T. abietinum,0.013007959
9473at155619,T. fuscoviolaceum,0.010225596
9489at155619,T. fuscoviolaceum,0.016107898
9489at155619,T. abietinum,0.011306798
9509at155619,T. fuscoviolaceum,0.00338462
9509at155619,T. abietinum,0.017079152
9531at155619,T. fuscoviolaceum,0.009890451
9531at155619,T. abietinum,0.013850788
953at155619,T. abietinum,0.01698356
953at155619,T. fuscoviolaceum,0.005329408
9540at155619,T. fuscoviolaceum,0.008413337
9540at155619,T. abietinum,0.018756757
9572at155619,T. fuscoviolaceum,0.018761726
9572at155619,T. abietinum,0.022036689
9645at155619,T. fuscoviolaceum,0.012987104
9645at155619,T. abietinum,0.01769766
9678at155619,T. fuscoviolaceum,0.013179467
9678at155619,T. abietinum,0.011520628
9691at155619,T. fuscoviolaceum,0.008580993
9691at155619,T. abietinum,0.013211018
9769at155619,T. fuscoviolaceum,0.016590447
9769at155619,T. abietinum,0.029636054
9787at155619,T. fuscoviolaceum,0.01501774
9787at155619,T. abietinum,0.018414918
9802at155619,T. fuscoviolaceum,0.01198489
9802at155619,T. abietinum,0.019049553
9835at155619,T. abietinum,0.013310591
9835at155619,T. fuscoviolaceum,0.007070616
996at155619,T. fuscoviolaceum,0.013402459
996at155619,T. abietinum,0.021432831
9981at155619,T. fuscoviolaceum,0.003616691
9981at155619,T. abietinum,0.017444232
aHD1,T. fuscoviolaceum,0.025386021
aHD1,T. abietinum,0.022438682
aHD2,T. abietinum,0.026947731
aHD2,T. fuscoviolaceum,0.026010822
bfg,T. fuscoviolaceum,0.01177964
bfg,T. abietinum,0.011113448
bHD1,T. fuscoviolaceum,0.046707819
bHD1,T. abietinum,0.046486583
bHD2,T. fuscoviolaceum,0.034093094
bHD2,T. abietinum,0.033213148
DML1,T. fuscoviolaceum,0.019632196
DML1,T. abietinum,0.023901378
GLGEN,T. fuscoviolaceum,0.017003701
GLGEN,T. abietinum,0.017334521
MIP1,T. fuscoviolaceum,0.041494367
MIP1,T. abietinum,0.046477443
PAK,T. fuscoviolaceum,0.012156257
PAK,T. abietinum,0.016830722
RIC1,T. fuscoviolaceum,0.022492128
RIC1,T. abietinum,0.018985202
RSM19,T. fuscoviolaceum,0.00753815
RSM19,T. abietinum,0.0159842
SNF2,T. abietinum,0.048127099
SNF2,T. fuscoviolaceum,0.01840802
STE3.1,T. fuscoviolaceum,0.048056166
STE3.1,T. abietinum,0.034137957
STE3.2,T. fuscoviolaceum,0.093536996
STE3.2,T. abietinum,0.102847771
STE3.3,T. fuscoviolaceum,0.014843318
STE3.3,T. abietinum,0.013277606
STE3.4,T. abietinum,0.078589671
STE3.4,T. fuscoviolaceum,0.078300426
