GeneName,Comparison,count,dS_median,dS_mean,dS_SD,dN_median,dN_mean,dN_SD
46974at155619,T. fuscoviolaceum,820,0.0091,0.037072317,0.040137815,0.0045,0.010734146,0.011136397
47025at155619,between,5658,0.3543,0.356603234,0.037729244,0.0202,0.018403323,0.00596093
47025at155619,T. abietinum,9453,0.1184,0.111545626,0.054533895,0.0082,0.012131651,0.009015593
47025at155619,T. fuscoviolaceum,820,0.0326,0.064884634,0.060124552,0.0039,0.008997317,0.009313332
47044at155619,between,5658,0.2524,0.252917232,0.026786279,0.015,0.016696394,0.003869821
47044at155619,T. abietinum,9453,0.0728,0.069679911,0.025322983,0.003,0.004513033,0.003715644
47044at155619,T. fuscoviolaceum,820,0.0655,0.060777439,0.03348225,0.006,0.004807317,0.003347289
47051at155619,between,5658,0.4545,0.450572269,0.04025478,0.0535,0.054120378,0.003037128
47051at155619,T. abietinum,9453,0.0741,0.075940897,0.034367987,0,0.002340855,0.002800337
47051at155619,T. fuscoviolaceum,820,0.0352,0.059134024,0.045734971,0,0.005163415,0.006040943
47141at155619,between,5658,0.3085,0.321618505,0.058098954,0.008,0.01612333,0.019497228
47141at155619,T. abietinum,9453,0.0864,0.080616429,0.036000518,0.008,0.019528668,0.023909945
47141at155619,T. fuscoviolaceum,820,0.0262,0.081045366,0.07908087,0.004,0.005818659,0.006149297
47176at155619,between,5658,0.1731,0.182090898,0.0268657,0.0361,0.036912619,0.003059265
47176at155619,T. abietinum,9453,0.0311,0.051410409,0.046833711,0.0134,0.017104623,0.012837035
47176at155619,T. fuscoviolaceum,820,0.0049,0.02340561,0.027226431,0,0.004334756,0.005220809
47255at155619,between,5658,0.4013,0.404360728,0.031992041,0.0036,0.00271953,0.001906169
47255at155619,T. abietinum,9453,0.0848,0.079804612,0.045615222,0,0.002025706,0.002211269
47255at155619,T. fuscoviolaceum,820,0.0106,0.014379512,0.012847152,0,0.00017561,0.000775945
47311at155619,between,5658,0.2723,0.274300725,0.023824282,0.0343,0.035366826,0.00312266
47311at155619,T. abietinum,9453,0.0954,0.087811816,0.050542928,0.01,0.009546684,0.006761109
47311at155619,T. fuscoviolaceum,820,0.0219,0.042692683,0.037891649,0,0.002971951,0.003676586
47465at155619,between,5658,0.4229,0.41805129,0.048867761,0.0232,0.024069194,0.00406776
47465at155619,T. abietinum,9453,0.0818,0.077359251,0.036921801,0.0038,0.003599968,0.002997087
47465at155619,T. fuscoviolaceum,820,0.0392,0.055337439,0.045039019,0.0038,0.003544878,0.003198448
47517at155619,between,5658,0.3859,0.388343938,0.027351112,0.1968,0.199384853,0.00730393
47517at155619,T. abietinum,9453,0.089,0.08404004,0.048249331,0.0237,0.019548545,0.01323344
47517at155619,T. fuscoviolaceum,820,0.0205,0.073889634,0.078618514,0,0.000352073,0.001086147
47518at155619,between,5658,0.3431,0.355951732,0.030685081,0.0663,0.068495723,0.003930511
47518at155619,T. abietinum,9453,0.0403,0.051662435,0.042743498,0,0.004747488,0.007638915
47518at155619,T. fuscoviolaceum,820,0,0.015358171,0.01821289,0.0037,0.002816463,0.002930382
47541at155619,between,5658,0.253,0.251734553,0.016262601,0.0461,0.045908218,0.006532584
47541at155619,T. abietinum,9453,0.0578,0.052028393,0.027338023,0.0089,0.010726732,0.010149881
47541at155619,T. fuscoviolaceum,820,0.0148,0.014775854,0.00893565,0.0068,0.006876585,0.00339383
47678at155619,between,5658,0.3217,0.323490085,0.041965187,0.0363,0.037736356,0.005637023
47678at155619,T. abietinum,9453,0.0691,0.070850587,0.042991002,0.0044,0.003328943,0.003604958
47678at155619,T. fuscoviolaceum,820,0.0225,0.088460366,0.089386771,0.0088,0.008794512,0.0064831
47679at155619,between,5658,0.2046,0.23834947,0.050387636,0.0354,0.033869671,0.004882894
47679at155619,T. abietinum,9453,0.1251,0.087795642,0.074624591,0.0147,0.00888483,0.007253369
47679at155619,T. fuscoviolaceum,820,0.01515,0.02707061,0.023504724,0.0037,0.003478293,0.003121518
4768at155619,between,5658,0.3731,0.370856239,0.016735682,0.0679,0.06813761,0.006083713
4768at155619,T. abietinum,9453,0.1188,0.095495282,0.052455415,0.0261,0.023011785,0.012715285
4768at155619,T. fuscoviolaceum,820,0.0196,0.03150061,0.024511483,0.0111,0.010925854,0.007384662
47771at155619,between,5658,0.3559,0.367821898,0.094857387,0.0228,0.031181354,0.09421864
47771at155619,T. abietinum,9453,0.0573,0.088004263,0.172631693,0.0045,0.02014917,0.128166189
47771at155619,T. fuscoviolaceum,820,0.011,0.044885854,0.046622258,0,0.000439024,0.001354435
47852at155619,between,5658,0.5187,0.486551467,0.087162291,0.0267,0.026268611,0.008611867
47852at155619,T. abietinum,9453,0.1018,0.096627642,0.044218419,0.0066,0.007671385,0.006631598
47852at155619,T. fuscoviolaceum,820,0.0403,0.075414878,0.076978314,0.0099,0.014628902,0.015236525
47867at155619,between,5658,0.3225,0.323898887,0.030260194,0.071,0.071352828,0.006986485
47867at155619,T. abietinum,9453,0.1018,0.094480355,0.043309484,0.0155,0.016925093,0.011070307
47867at155619,T. fuscoviolaceum,820,0.018,0.034211951,0.029047783,0.0066,0.006719512,0.004564706
47955at155619,between,5658,0.5903,0.592418858,0.100897682,0.0196,0.02090532,0.010788255
47955at155619,T. abietinum,9453,0.2138,0.207156173,0.119189282,0.0039,0.002392034,0.002495468
47955at155619,T. fuscoviolaceum,820,0.1076,0.111313415,0.059271228,0,0.005950122,0.013076542
47959at155619,between,5658,0.5052,0.492348834,0.069934308,0.0722,0.078250141,0.011312291
47959at155619,T. abietinum,9453,0.0666,0.076320491,0.056715722,0,0.011963874,0.016142101
47959at155619,T. fuscoviolaceum,820,0.0187,0.15767939,0.184603105,0.004,0.01078561,0.011906351
47968at155619,between,5658,0.57185,0.578649841,0.056661721,0.1386,0.140860092,0.016597355
47968at155619,T. abietinum,9453,0.0773,0.103799259,0.072035502,0.0251,0.024524828,0.012448168
47968at155619,T. fuscoviolaceum,820,0.20995,0.165347317,0.130678565,0.0583,0.061777073,0.042657468
48037at155619,between,5658,0.3874,0.405687504,0.087795207,0.0288,0.02773397,0.003236176
48037at155619,T. abietinum,9453,0.1253,0.120795017,0.057730696,0.0044,0.003323262,0.003281529
48037at155619,T. fuscoviolaceum,820,0.1767,0.173220244,0.095791964,0,0.000628171,0.001563737
48145at155619,between,5658,0.2426,0.23845965,0.032438412,0.0071,0.00573632,0.003782728
48145at155619,T. abietinum,9453,0.0939,0.089760859,0.042511839,0,0.003399979,0.004272161
48145at155619,T. fuscoviolaceum,820,0.0824,0.073778537,0.038658763,0,0,0
4821at155619,between,5658,0.421,0.424023153,0.026915905,0.0189,0.018778385,0.001800885
4821at155619,T. abietinum,9453,0.1086,0.102193737,0.039091998,0.0048,0.00535302,0.003106254
4821at155619,T. fuscoviolaceum,820,0.04905,0.043822927,0.029020414,0.0014,0.002199878,0.002104936
48318at155619,between,5658,0.1973,0.208025274,0.030057155,0.0255,0.026588141,0.003230649
48318at155619,T. abietinum,9453,0.055,0.051071924,0.032088229,0,0.000527885,0.002539334
48318at155619,T. fuscoviolaceum,820,0.0315,0.062381098,0.065836457,0,0.000921951,0.001739509
48322at155619,between,5658,0.3906,0.3920731,0.027921855,0.0282,0.028252757,0.003256752
48322at155619,T. abietinum,9453,0.0801,0.079600783,0.052342256,0.0039,0.005470665,0.003771742
48322at155619,T. fuscoviolaceum,820,0.0096,0.006544146,0.00662004,0,0.000185366,0.000819053
48618at155619,between,5658,0.2273,0.237438671,0.033570943,0.0079,0.01838404,0.024521607
48618at155619,T. abietinum,9453,0.0574,0.069826679,0.054984706,0,0.019271861,0.027973436
48618at155619,T. fuscoviolaceum,820,0.0091,0.024992439,0.023742663,0,0.00173122,0.001938871
4873at155619,between,5658,0.3074,0.302998233,0.019113308,0.0296,0.030487522,0.003600255
4873at155619,T. abietinum,9453,0.0653,0.073939617,0.04073671,0.004,0.00513218,0.003473499
4873at155619,T. fuscoviolaceum,820,0.0533,0.041938537,0.031540907,0.004,0.004095732,0.002800348
4879at155619,between,5658,0.3671,0.368695122,0.016412747,0.0653,0.066419247,0.007015577
4879at155619,T. abietinum,9453,0.0541,0.067172242,0.034223834,0.0113,0.014950513,0.008291146
4879at155619,T. fuscoviolaceum,820,0.0365,0.040012195,0.020310203,0.0121,0.01321122,0.010518821
4888at155619,between,5658,0.2691,0.268825963,0.01045907,0.0367,0.036671474,0.003055744
4888at155619,T. abietinum,9453,0.0599,0.070022797,0.040161876,0.01,0.010832371,0.006706812
4888at155619,T. fuscoviolaceum,820,0.0065,0.008711951,0.006679769,0.002,0.002341463,0.002332127
48996at155619,between,5658,0.2752,0.258823577,0.036826622,0.0061,0.007094026,0.00180518
48996at155619,T. abietinum,9453,0.0989,0.089272168,0.062166099,0,0.000218893,0.000949136
48996at155619,T. fuscoviolaceum,820,0.007,0.049489268,0.059924479,0,0.001427073,0.001918059
49069at155619,between,5658,0.3891,0.387472146,0.014860816,0.0871,0.087499487,0.004069885
49069at155619,T. abietinum,9453,0.0484,0.063016661,0.04511078,0.0129,0.017633746,0.012489236
49069at155619,T. fuscoviolaceum,820,0.0133,0.035307927,0.034669652,0.0084,0.00953061,0.00795027
4912at155619,between,5658,0.36845,0.368048515,0.016898807,0.027,0.026958819,0.001894404
4912at155619,T. abietinum,9453,0.0919,0.107537057,0.063252985,0.0048,0.004967153,0.003168228
4912at155619,T. fuscoviolaceum,820,0.0258,0.023537317,0.013277651,0.0024,0.002681341,0.001819909
49188at155619,between,5658,0.4575,0.458601644,0.03406087,0.0541,0.055566667,0.003950376
49188at155619,T. abietinum,9453,0.1169,0.111831186,0.057761812,0.0117,0.010330266,0.006830315
49188at155619,T. fuscoviolaceum,820,0.0073,0.010960366,0.008248453,0,0.000983171,0.001425003
49208at155619,between,5658,0.3321,0.340291552,0.044802141,0.0214,0.020497791,0.003922501
49208at155619,T. abietinum,9453,0.0629,0.064206506,0.0450621,0.0106,0.010670486,0.007289177
49208at155619,T. fuscoviolaceum,820,0.0621,0.054223171,0.035286394,0,0.000825244,0.001554971
49374at155619,between,5658,0.4028,0.400703659,0.037762238,0.0178,0.018373807,0.001403067
49374at155619,T. abietinum,9453,0.0515,0.063845456,0.054659001,0,0.000887898,0.001716207
49374at155619,T. fuscoviolaceum,820,0.0497,0.038029268,0.02376584,0,0.000170732,0.000754391
4947at155619,between,5658,0.3914,0.397328968,0.027107997,0.0692,0.069824178,0.003607381
4947at155619,T. abietinum,9453,0.0789,0.068712081,0.037737556,0.0131,0.013225378,0.007473636
4947at155619,T. fuscoviolaceum,820,0.0271,0.039564878,0.034146192,0.0106,0.012490976,0.009729558
49491at155619,between,5658,0.2973,0.29550175,0.036384673,0.0529,0.055385507,0.008652232
49491at155619,T. abietinum,9453,0.0825,0.07216015,0.048310648,0.0212,0.01825485,0.009269451
49491at155619,T. fuscoviolaceum,820,0.0824,0.076290732,0.050648138,0.0105,0.01185439,0.008340306
49627at155619,between,5658,0.2423,0.242101714,0.021477956,0.0565,0.056631495,0.005600205
49627at155619,T. abietinum,9453,0.1122,0.104359833,0.06439826,0.0314,0.028964498,0.016232979
49627at155619,T. fuscoviolaceum,820,0.026,0.05099,0.044434222,0.0085,0.011826341,0.0086677
4965at155619,between,5658,0.3941,0.39411345,0.012457017,0.0141,0.014761188,0.002216883
4965at155619,T. abietinum,9453,0.0943,0.084139892,0.040843489,0.0033,0.004046028,0.002660596
4965at155619,T. fuscoviolaceum,820,0.0511,0.037192195,0.029524847,0.0013,0.00124622,0.000912201
49778at155619,between,5658,0.2652,0.267120661,0.03646482,0.0131,0.01435783,0.017424753
49778at155619,T. abietinum,9453,0.0858,0.087512504,0.050128888,0.0043,0.003552999,0.003663882
49778at155619,T. fuscoviolaceum,820,0.0476,0.047841341,0.030383618,0,0.007229268,0.023619112
4978at155619,between,5658,0.3186,0.315514917,0.021214169,0.0124,0.012566614,0.001330972
4978at155619,T. abietinum,9453,0.1356,0.118170803,0.056004742,0.0051,0.00470933,0.002782608
4978at155619,T. fuscoviolaceum,820,0.0083,0.041167683,0.045759286,0.0014,0.001842927,0.001504356
49835at155619,between,5658,0.2485,0.250544521,0.025487414,0.0293,0.030208713,0.012344976
49835at155619,T. abietinum,9453,0.0673,0.069293695,0.035559542,0.0083,0.009813371,0.016640594
49835at155619,T. fuscoviolaceum,820,0.1025,0.079810244,0.058984716,0.0062,0.006178171,0.004274083
4987at155619,between,5658,0.339,0.342987946,0.021043157,0.0038,0.003903888,0.001166166
4987at155619,T. abietinum,9453,0.1085,0.09110402,0.049122591,0.0013,0.001459791,0.001328744
4987at155619,T. fuscoviolaceum,820,0.0289,0.022376707,0.014832508,0,0.000527439,0.000831296
49985at155619,between,5658,0.3213,0.320707847,0.026540371,0,0.00026087,0.001345559
49985at155619,T. abietinum,9453,0.0421,0.043766497,0.025493916,0,0.000506506,0.001841373
49985at155619,T. fuscoviolaceum,820,0.0205,0.028889146,0.036120834,0,0,0
50101at155619,between,5658,0.46775,0.469728137,0.054366268,0.0144,0.019567338,0.008336393
50101at155619,T. abietinum,9453,0.1182,0.101106538,0.056967199,0.007,0.009409034,0.008011518
50101at155619,T. fuscoviolaceum,820,0.0513,0.053533049,0.032318015,0,0.001977317,0.002706831
50196at155619,between,5658,0.2793,0.288762796,0.03268991,0.0459,0.04487135,0.003474434
50196at155619,T. abietinum,9453,0.0869,0.081284523,0.051351339,0.0032,0.004455157,0.004134914
50196at155619,T. fuscoviolaceum,820,0.0138,0.08052939,0.090325238,0.0032,0.007704756,0.007725068
50261at155619,between,5658,0.3543,0.357749399,0.032822346,0.025,0.026091057,0.008262591
50261at155619,T. abietinum,9453,0.054,0.060617762,0.041173309,0.0041,0.006966561,0.009766082
50261at155619,T. fuscoviolaceum,820,0.0087,0.005722683,0.005388039,0.0082,0.005640976,0.004906613
5026at155619,between,5658,0.36825,0.368504719,0.018141665,0.04625,0.046614776,0.002990455
5026at155619,T. abietinum,9453,0.1099,0.108854882,0.044532612,0.0216,0.021859399,0.00874046
5026at155619,T. fuscoviolaceum,820,0.0549,0.061021829,0.043429602,0.0087,0.00954561,0.006543288
50755at155619,between,5658,0.297,0.303252651,0.028957639,0.0179,0.020042294,0.004986739
50755at155619,T. abietinum,9453,0.0771,0.07292029,0.049555347,0.0071,0.008369459,0.006792131
50755at155619,T. fuscoviolaceum,820,0.0161,0.017210976,0.015185248,0,0.001752927,0.001945372
50883at155619,between,5658,0.24645,0.246431849,0.016468412,0.037,0.038143655,0.00491612
50883at155619,T. abietinum,9453,0.045,0.048255654,0.032886629,0.0063,0.006021729,0.005144628
50883at155619,T. fuscoviolaceum,820,0.0112,0.028343902,0.027453825,0.0021,0.00474439,0.005082555
50983at155619,between,5658,0.257,0.260674956,0.035149321,0.0947,0.092127377,0.01995044
50983at155619,T. abietinum,9453,0.0578,0.060674061,0.048195168,0,0.00275082,0.007297115
50983at155619,T. fuscoviolaceum,820,0.0114,0.034605366,0.037044095,0.0044,0.012423049,0.023984213
51378at155619,between,5658,0.4771,0.476659049,0.049157117,0.0085,0.005569795,0.004223071
51378at155619,T. abietinum,9453,0.0945,0.085839681,0.041770587,0,0.003540252,0.004286603
51378at155619,T. fuscoviolaceum,820,0.0694,0.064272927,0.034499864,0,0.003237195,0.004154918
51422at155619,between,5658,0.3833,0.381535808,0.052847763,0.0334,0.039488742,0.028602121
51422at155619,T. abietinum,9453,0.0782,0.08487624,0.049014977,0.0131,0.021386174,0.037320074
51422at155619,T. fuscoviolaceum,820,0.0797,0.076102439,0.04479013,0.0065,0.006812195,0.0046623
51693at155619,between,5658,0.3062,0.305362319,0.023753831,0.0329,0.032618328,0.005167396
51693at155619,T. abietinum,9453,0.053,0.050711245,0.022859162,0.0073,0.007026944,0.005141835
51693at155619,T. fuscoviolaceum,820,0.0184,0.078802195,0.088242265,0.0071,0.012348415,0.010088733
52161at155619,between,5658,0.4525,0.460817197,0.06218594,0.0199,0.019415642,0.003703603
52161at155619,T. abietinum,9453,0.0847,0.080705945,0.036412537,0.0131,0.011994816,0.008034222
52161at155619,T. fuscoviolaceum,820,0.0091,0.047874512,0.057946652,0.0033,0.002693171,0.00288232
52270at155619,between,5658,0.3838,0.381248993,0.057934787,0.02515,0.043639731,0.031469075
52270at155619,T. abietinum,9453,0.1541,0.154569396,0.06726663,0.0372,0.035340516,0.032522629
52270at155619,T. fuscoviolaceum,820,0.0108,0.04333122,0.050372818,0,0.001751098,0.002131269
52429at155619,between,5658,0.2291,0.236616826,0.033360336,0.0079,0.009495193,0.004391487
52429at155619,T. abietinum,9453,0.0664,0.062504443,0.039782105,0,0.00151536,0.002147587
52429at155619,T. fuscoviolaceum,820,0.0094,0.027956341,0.030859491,0,0.002636341,0.00486082
52517at155619,between,5658,0.3423,0.360782626,0.045269106,0.0491,0.050863344,0.009093481
52517at155619,T. abietinum,9453,0.1242,0.117336454,0.078245176,0.0111,0.010788501,0.007805148
52517at155619,T. fuscoviolaceum,820,0,0.038273537,0.044565508,0.0036,0.003747439,0.006430698
52571at155619,between,5658,0.1386,0.147790562,0.029398317,0.0357,0.038960251,0.012356302
52571at155619,T. abietinum,9453,0.0274,0.035388723,0.030550947,0.0044,0.007463652,0.016603235
52571at155619,T. fuscoviolaceum,820,0.0452,0.045880732,0.029978446,0.0043,0.004081463,0.004332406
5314at155619,between,5658,0.355,0.359174973,0.023388654,0.0398,0.04029871,0.003461325
5314at155619,T. abietinum,9453,0.0818,0.060298075,0.044975647,0.0074,0.006475108,0.004767912
5314at155619,T. fuscoviolaceum,820,0.0587,0.049832439,0.029808461,0.0052,0.004013293,0.002693606
53937at155619,between,5658,0.4527,0.44198678,0.066029313,0.1257,0.129612301,0.014519852
53937at155619,T. abietinum,9453,0.1155,0.101971014,0.051389166,0.0401,0.033930234,0.017803999
53937at155619,T. fuscoviolaceum,820,0.0991,0.101633171,0.078328435,0.0409,0.036581585,0.028244851
5450at155619,between,5658,0.2988,0.305482185,0.02638324,0.0431,0.043155391,0.003117445
5450at155619,T. abietinum,9453,0.1069,0.092899947,0.065094288,0.0165,0.012005956,0.00800067
5450at155619,T. fuscoviolaceum,820,0.0079,0.066245976,0.07750678,0.0024,0.010991341,0.01215331
54891at155619,between,5658,0.3759,0.374586479,0.028533058,0.0317,0.035148621,0.007441586
54891at155619,T. abietinum,9453,0.0763,0.070894827,0.039541453,0.0026,0.003680694,0.003919237
54891at155619,T. fuscoviolaceum,820,0.0377,0.113873902,0.115697909,0.0026,0.010580854,0.01217032
5504at155619,between,5658,0.3276,0.326597508,0.012479936,0.0065,0.006827077,0.001592699
5504at155619,T. abietinum,9453,0.0686,0.055811361,0.043963172,0.0023,0.001832752,0.001700951
5504at155619,T. fuscoviolaceum,820,0.0136,0.048312317,0.050766568,0.0012,0.002387073,0.002683191
5536at155619,between,5658,0.3508,0.350511594,0.014281893,0.0362,0.035928066,0.003652581
5536at155619,T. abietinum,9453,0.0369,0.067646885,0.053554862,0.0044,0.00621664,0.005181697
5536at155619,T. fuscoviolaceum,820,0.1111,0.082544878,0.060807284,0.0183,0.01420378,0.010551868
5621at155619,between,5658,0.3225,0.324862107,0.017240467,0.0097,0.009632644,0.000928701
5621at155619,T. abietinum,9453,0.0721,0.071525103,0.040154329,8.00E-04,0.001298117,0.001457264
5621at155619,T. fuscoviolaceum,820,0.0052,0.063784024,0.076541843,8.00E-04,0.001141463,0.001036425
5643at155619,between,5658,0.4226,0.424156327,0.016315825,0.0433,0.044221068,0.004444305
5643at155619,T. abietinum,9453,0.0706,0.072642653,0.054558394,0.0067,0.008187443,0.006199265
5643at155619,T. fuscoviolaceum,820,0.0334,0.043006098,0.02855435,0.0047,0.00649439,0.005755805
5675at155619,between,5658,0.2796,0.28180965,0.010655949,0.0045,0.00538913,0.003624531
5675at155619,T. abietinum,9453,0.0651,0.057333936,0.047741325,0,0.00065211,0.001042359
5675at155619,T. fuscoviolaceum,820,0.0064,0.017172805,0.016833611,9.00E-04,0.002173537,0.005116944
5752at155619,between,5658,0.3523,0.350808943,0.018951093,0.0158,0.016131884,0.002630194
5752at155619,T. abietinum,9453,0.0878,0.079155517,0.044001958,0.0024,0.002863387,0.003548551
5752at155619,T. fuscoviolaceum,820,0.0493,0.062436829,0.049558085,0.002,0.002535976,0.001951246
5780at155619,between,5658,0.3858,0.395524549,0.034673173,0.0128,0.012679427,0.002816132
5780at155619,T. abietinum,9453,0.0642,0.090815223,0.069793171,0.0046,0.004316577,0.002605985
5780at155619,T. fuscoviolaceum,820,0.0106,0.012206098,0.010064576,0.0012,0.001300732,0.001137183
5784at155619,between,5658,0.3744,0.37511292,0.01621398,0.0096,0.009205567,0.00158201
5784at155619,T. abietinum,9453,0.1235,0.1104265,0.05010958,0.0019,0.001764308,0.001098707
5784at155619,T. fuscoviolaceum,820,0.0854,0.08964622,0.068246069,0.0025,0.002364146,0.0014886
5794at155619,between,5658,0.3391,0.339864917,0.014847143,0.0173,0.0172114,0.002093518
5794at155619,T. abietinum,9453,0.08,0.074334127,0.033078935,0.0052,0.004687835,0.002391945
5794at155619,T. fuscoviolaceum,820,0.0321,0.034574512,0.026309818,0.003,0.002952805,0.001422685
5876at155619,between,5658,0.3364,0.334421951,0.040824766,0.0051,0.004973913,0.000924591
5876at155619,T. abietinum,9453,0.1712,0.130426669,0.073078372,0.001,0.00096709,0.001037408
5876at155619,T. fuscoviolaceum,820,0.0175,0.03628439,0.031814268,0.001,0.000843902,0.000804459
5879at155619,between,5658,0.3163,0.307227501,0.026678544,0.0474,0.045332927,0.005307914
5879at155619,T. abietinum,9453,0.0794,0.077636031,0.054291299,0.0123,0.011903269,0.008005909
5879at155619,T. fuscoviolaceum,820,0.0226,0.028912073,0.020205266,0.0056,0.00554622,0.00365265
5938at155619,between,5658,0.3213,0.321984694,0.019870486,0.0434,0.043642789,0.003153456
5938at155619,T. abietinum,9453,0.0738,0.070787073,0.039387833,0.0127,0.011226341,0.006013287
5938at155619,T. fuscoviolaceum,820,0.0402,0.044541707,0.036829485,0.0104,0.009644878,0.006732391
5959at155619,between,5658,0.4439,0.444085684,0.027336181,0.0332,0.033531195,0.002478851
5959at155619,T. abietinum,9453,0.1356,0.121713551,0.055383558,0.0082,0.008219158,0.004259672
5959at155619,T. fuscoviolaceum,820,0.0447,0.079359024,0.063779623,0.003,0.004807561,0.004012321
6016at155619,between,5658,0.3251,0.325819724,0.016076378,0.0137,0.012860163,0.002179215
6016at155619,T. abietinum,9453,0.0422,0.051708865,0.032835226,0.0014,0.00206929,0.002042641
6016at155619,T. fuscoviolaceum,820,0.0405,0.079287195,0.067491542,0.0014,0.001642927,0.001580169
601at155619,between,5658,0.44145,0.444306557,0.036465066,0.0364,0.033848568,0.004855819
601at155619,T. abietinum,9453,0.1534,0.109595388,0.071557522,0.0115,0.010725632,0.007429494
601at155619,T. fuscoviolaceum,820,0.018,0.08326122,0.093914079,0.0014,0.004702317,0.004723483
6024at155619,between,5658,0.335,0.336943796,0.013644219,0.0475,0.047779127,0.002892122
6024at155619,T. abietinum,9453,0.0604,0.048506749,0.029892143,0.0125,0.010667989,0.006458042
6024at155619,T. fuscoviolaceum,820,0.0371,0.029333537,0.017437855,0.0073,0.007406707,0.004686761
6061at155619,between,5658,0.2945,0.297332927,0.016165394,0.0213,0.021609632,0.002260956
6061at155619,T. abietinum,9453,0.0547,0.069471491,0.042076578,0.0028,0.003801449,0.002948595
6061at155619,T. fuscoviolaceum,820,0.0161,0.025891707,0.021702406,0.0021,0.002910976,0.002446727
6077at155619,between,5658,0.4357,0.434464793,0.017466226,0.0208,0.022543408,0.008318102
6077at155619,T. abietinum,9453,0.1195,0.10273273,0.044948696,0.0091,0.009267545,0.007770101
6077at155619,T. fuscoviolaceum,820,0.0458,0.04722061,0.020544692,0.0035,0.005347927,0.009717532
6106at155619,between,5658,0.3356,0.337090809,0.015748755,0.0548,0.055178385,0.003991744
6106at155619,T. abietinum,9453,0.0552,0.066913498,0.048626997,0.0138,0.012828996,0.008573715
6106at155619,T. fuscoviolaceum,820,0.0196,0.03471939,0.027617287,0.0052,0.007746341,0.005900783
6194at155619,between,5658,0.3179,0.341639572,0.158119477,0.011,0.022646359,0.07232262
6194at155619,T. abietinum,9453,0.0873,0.099226002,0.213075005,0.0081,0.022157812,0.102492135
6194at155619,T. fuscoviolaceum,820,0.0081,0.032312927,0.033039845,0.0011,0.005723902,0.01577983
6213at155619,between,5658,0.3394,0.340880417,0.012155256,0.0507,0.051633245,0.002994262
6213at155619,T. abietinum,9453,0.0523,0.0570309,0.036188789,0.0093,0.01068976,0.0068291
6213at155619,T. fuscoviolaceum,820,0.0043,0.024596707,0.032026094,5.00E-04,0.004639146,0.006249401
6216at155619,between,5658,0.3042,0.303845758,0.020266207,0.0297,0.030531389,0.003881084
6216at155619,T. abietinum,9453,0.0734,0.058690744,0.042053132,0.0072,0.009451719,0.00834897
6216at155619,T. fuscoviolaceum,820,0.0524,0.070044268,0.061261345,0.0083,0.009183049,0.006965372
6225at155619,between,5658,0.3745,0.374644291,0.012510711,0.0131,0.013410392,0.00100996
6225at155619,T. abietinum,9453,0.0502,0.064323358,0.044771695,0.0023,0.002773342,0.001936011
6225at155619,T. fuscoviolaceum,820,0.0092,0.00989061,0.009457512,8.00E-04,0.001421951,0.00152071
6304at155619,between,5658,0.2788,0.276994786,0.0166458,0.0126,0.011963945,0.004354096
6304at155619,T. abietinum,9453,0.054,0.055644007,0.037370729,0.0028,0.004146038,0.004667585
6304at155619,T. fuscoviolaceum,820,0.0195,0.042477439,0.044757663,0,0.002255122,0.004409119
6327at155619,between,5658,0.4214,0.42217508,0.023247029,0.033,0.033336373,0.002382166
6327at155619,T. abietinum,9453,0.1171,0.100657601,0.044356659,0.0097,0.00952505,0.004307136
6327at155619,T. fuscoviolaceum,820,0.0882,0.071526098,0.041441557,0.0085,0.007552073,0.004043908
6366at155619,between,5658,0.3347,0.33787568,0.018661913,0.0087,0.009036992,0.002619764
6366at155619,T. abietinum,9453,0.0752,0.068781731,0.031805148,0.0037,0.003877097,0.00360625
6366at155619,T. fuscoviolaceum,820,0.0389,0.038455122,0.026505764,0.0019,0.001614146,0.000883215
6573at155619,between,5658,0.4073,0.408090986,0.020555332,0.0355,0.03629392,0.00323268
6573at155619,T. abietinum,9453,0.0874,0.077992151,0.038167994,0.0083,0.008196604,0.003286501
6573at155619,T. fuscoviolaceum,820,0.0275,0.04240439,0.056098846,0.0056,0.007761463,0.009389016
6686at155619,between,5658,0.4041,0.402647508,0.015206362,0.0322,0.032865288,0.007444158
6686at155619,T. abietinum,9453,0.0436,0.066324193,0.049925934,0.0049,0.007951804,0.011432759
6686at155619,T. fuscoviolaceum,820,0.0136,0.043137561,0.042935281,0.002,0.00375378,0.003244546
6797at155619,between,5658,0.2653,0.270986073,0.023679409,0.0174,0.027448869,0.013464246
6797at155619,T. abietinum,9453,0.0709,0.056108463,0.040250124,0.0031,0.003916513,0.006503442
6797at155619,T. fuscoviolaceum,820,0.0502,0.070637561,0.051849312,0.0266,0.01729939,0.0135776
6864at155619,between,5658,0.226,0.229626988,0.016177028,0.0168,0.017448834,0.003437101
6864at155619,T. abietinum,9453,0.0494,0.060037142,0.038229535,0.0049,0.006267513,0.005392679
6864at155619,T. fuscoviolaceum,820,0.0024,0.022471707,0.027639219,0.001,0.002261829,0.002103615
6912at155619,between,5658,0.292,0.296231566,0.017847596,0.0179,0.017812743,0.001947834
6912at155619,T. abietinum,9453,0.0917,0.080516587,0.054701747,0.0037,0.004257294,0.002856209
6912at155619,T. fuscoviolaceum,820,0.0105,0.038725732,0.039979692,0.0014,0.002686098,0.002624204
7047at155619,between,5658,0.34085,0.338240014,0.02154277,0.0133,0.013881955,0.001629752
